# Este archivo solo contiene ejemplos no todo el dataset completo por cuestiones de peso

filename,label,source_url,width,height,sha256
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.73UeAaXG8AjojAFNhpzJYgHaGE?w=253&h=208&c=7&r=0&o=7&pid=1.7&rm=3,253,208,d609c07e954cd9f99049cd88a11a8c8d8a017f43a621da52a718f14f1616527c
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.lEMZvCuUDnoGYjWSlYwywwHaFO?w=295&h=208&c=7&r=0&o=7&pid=1.7&rm=3,295,208,9cd688b29546811818a7bb40df43133f7c82595116a028e4ff3c853a1b2ba9a4
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.nvCroJpC5liHHCbgWCU3hwHaGy?w=230&h=211&c=7&r=0&o=7&pid=1.7&rm=3,230,211,e8dcad8a105edce40598ba4cc5ffc848ab822426c69741efcedf61b0f4184c98
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.Fhj9cGPCeQ7Mg6PCvy8tTwHaHa?w=208&h=208&c=7&r=0&o=7&pid=1.7&rm=3,208,208,c811d517cf2cf590bb3e5d28bc9bd446b1c0cb6d5100242dafb853c71923ff3d
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.GzDdCroBIMMsBuPcbOlMxAHaHV?w=211&h=208&c=7&r=0&o=7&pid=1.7&rm=3,211,208,d509c1d853db4cf95716d4389fe60801e7b95796513567ddde9bf9dfed86a821
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.LVM7HNQKfhl37ljuxuRZXQHaFj?w=278&h=208&c=7&r=0&o=7&pid=1.7&rm=3,278,208,a4662d6517b3477151fd3791f726e012797a5f0e5667ad359758538ebbea4ef4
multimeter_00130.jpg,multimeter,https://th.bing.com/th?id=OIF.CzqPneOpg6UpmM%2b1BExCIA&w=210&h=211&c=7&r=0&o=7&pid=1.7&rm=3,210,211,ee6794e7181cfbc5680f284f8c22368eb42ca2836aebde59b619f3135bca14d7
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.3lH8Zsfb4YIK3ZpJjsRtjAHaGU?w=239&h=204&c=7&r=0&o=7&pid=1.7&rm=3,239,204,872e76c1c74e26d16486d3cb3eaa5f9c7601840b55762c7df0e0f86933813fce
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.EG1kEtiz-a7EPfsv38Yd0wHaHa?w=205&h=204&c=7&r=0&o=7&pid=1.7&rm=3,205,204,9b16a165f6d10116c6911a08a3185a78a8b24cdec6eb01c89b2fa0b897b9daa1
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.-jYO1rGgSm2Ca2DSxjsEggHaHa?w=208&h=208&c=7&r=0&o=7&pid=1.7&rm=3,208,208,a9ca498940d1b4e679dd57973788d82be12b82f7d2ccc7c148a1a42c2374a47b
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.d5bHwtDn4O3IX3TtQCZ8zwHaHa?w=207&h=208&c=7&r=0&o=7&pid=1.7&rm=3,207,208,a32330fc32fe6566baf5a3e88dcfc404fff1da61e9292c754a95e9d14a19b1f1
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIF.iajtxYjK95lLQGN580enRg?w=210&h=211&c=7&r=0&o=7&pid=1.7&rm=3,210,211,e1c83f52ef19404e165fd79c5ee671f3225273e1bab9369b374c0e299051921c
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.GJH1MEeemoXLksG4hyR3PgHaHa?w=213&h=213&c=7&r=0&o=7&pid=1.7&rm=3,213,213,8e8d0e1ebcca757f9f0d6fc1f3a4616bf46a7576826c4d9df8ac83d52a8b4e21
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIF.3YaPs3EhVjFxNYNKpztJFg?w=211&h=211&c=7&r=0&o=7&pid=1.7&rm=3,211,211,83ca3e9fd60558a0b48f116d4522386c787c41c7e5eeddcf0534734f87c7dff9
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIF.1wKIs0dhJVjIeA2weJYU5g?w=281&h=211&c=7&r=0&o=7&pid=1.7&rm=3,281,211,b127db33a68c9ba086ccc05eddb10417375935c9f7a45e9cb36fb003b2d4fbb1
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.SU2rjEhsZO18mJBzJ7jx6AHaHa?w=209&h=210&c=7&r=0&o=7&pid=1.7&rm=3,209,210,f285910145a816e4ca976169e09cbe4fb316a162d59bc9584214b8ce3f6321be
multimeter_00130.jpg,multimeter,https://th.bing.com/th?id=OIF.l%2bbGDOGOU3G4gEdqDpMyLg&w=211&h=211&c=7&r=0&o=7&pid=1.7&rm=3,211,211,407ec4b1dacbc2411332a76587f53afd36f1db3c481620c9ca46dccb67bf211a
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.LVM7HNQKfhl37ljuxuRZXQHaFj?w=282&h=211&c=7&r=0&o=7&pid=1.7&rm=3,282,211,0cbd0c5fb68693221d762875d502825480d6a36fb52d1b779adbe2840274fa91
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.BY2mIpTSnfTJmnuOMsKTmQHaFj?w=280&h=210&c=7&r=0&o=7&pid=1.7&rm=3,280,210,720243ae557c7cf29cb7718e3bc15bd6e3f75a9684858d23c4637b5c0860b9ef
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.2FJUqb1pTz04Q7fLIbl-agHaHa?w=282&h=211&c=7&r=0&o=7&pid=1.7&rm=3,282,211,8bd700197aad2dd73c7c6825735c5fdc2cad4710008d6549bd730bf55c3e48b7
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.SXYxKsc2I9sD3PhGRemz5gHaHa?w=210&h=210&c=7&r=0&o=7&pid=1.7&rm=3,210,210,3c81bccfa708277a2046287c2fc78497d7cf1e48c106f5c6ba0ccfb4c9ba7d57
multimeter_00130.jpg,multimeter,https://th.bing.com/th?id=OIF.XKuAL%2bxWUJqmAUKhwJAZiQ&w=211&h=211&c=7&r=0&o=7&pid=1.7&rm=3,211,211,12621d453e4f586f82abc19b599507830c1aa4244dd32f9f4e8445044b7caf4f
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.-VfJRPk3pNm83qPYDLGwzwHaHa?w=213&h=213&c=7&r=0&o=7&pid=1.7&rm=3,213,213,d36ff35a157826619c520798bdebe259111d92a1596ad6c6870511a60f81f73f
multimeter_00130.jpg,multimeter,https://th.bing.com/th?id=OIF.1zF0PBP992cD0X2UR%2fqEKA&w=211&h=211&c=7&r=0&o=7&pid=1.7&rm=3,211,211,d4cf88e95788b2469e74b01b5257391f7c5728c2321bc3d6bcba0810edb31187
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.Oh6_xMhM4KllAs-s0QjdagHaFj?w=284&h=213&c=7&r=0&o=7&pid=1.7&rm=3,284,213,74d51ec75beef7b9a56485ea2afe37626cf074863102ddd48f0fc32b7d8705e7
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.LVM7HNQKfhl37ljuxuRZXQHaFj?w=278&h=208&c=7&r=0&o=7&pid=1.7&rm=3,278,208,a4662d6517b3477151fd3791f726e012797a5f0e5667ad359758538ebbea4ef4
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.GNOhnTzZ-zOe61K-PYR4yAHaHB?w=219&h=208&c=7&r=0&o=7&pid=1.7&rm=3,219,208,fa8a937dc49a3620bc2628e3073d6d342f2f085c92d3252b05ffde585da742f6
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.Fhj9cGPCeQ7Mg6PCvy8tTwHaHa?w=208&h=208&c=7&r=0&o=7&pid=1.7&rm=3,208,208,c811d517cf2cf590bb3e5d28bc9bd446b1c0cb6d5100242dafb853c71923ff3d
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.d88GareemCBf3OnQdAK7xwHaF7?w=264&h=211&c=7&r=0&o=7&pid=1.7&rm=3,264,211,54237ee9db58edc865e7bd4daaeccc55a6529bc4b534a802516544032a204f1b
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.3PG3b3l4PqM2fBTDB5vEaAHaHB?w=218&h=208&c=7&r=0&o=7&pid=1.7&rm=3,218,208,1b40e1c6e46dce33a47f08126bb606cb5eabe70673aa182ec37743b40983b9ce
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.nvCroJpC5liHHCbgWCU3hwHaGy?w=230&h=211&c=7&r=0&o=7&pid=1.7&rm=3,230,211,e8dcad8a105edce40598ba4cc5ffc848ab822426c69741efcedf61b0f4184c98
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.-jYO1rGgSm2Ca2DSxjsEggHaHa?w=208&h=208&c=7&r=0&o=7&pid=1.7&rm=3,208,208,a9ca498940d1b4e679dd57973788d82be12b82f7d2ccc7c148a1a42c2374a47b
multimeter_00130.jpg,multimeter,https://th.bing.com/th/id/OIP.GzDdCroBIMMsBuPcbOlMxAHaHV?w=211&h=208&c=7&r=0&o=7&pid=1.7&rm=3,211,208,d509c1d853db4cf95716d4389fe60801e7b95796513567ddde9bf9dfed86a821
